,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10
21,0.5890269,0.013622429,0.0008556095,0.79102355,-0.0150016,-0.43912473,-0.019596605,0.088386275,0.09001897,-0.28683275
22,-0.19519563,-0.7502398,-0.5261845,-0.33756906,0.38528422,-0.19269831,-0.46719807,-0.04577234,-0.11444251,-0.5634941
23,-0.47760224,0.5397789,0.03758578,-0.28933075,-0.39379457,-0.21936607,0.32097188,-0.73281914,0.1196148,-0.2410198
24,0.1662199,0.02009999,0.29275638,-0.59898996,-0.0447882,0.48180917,0.47498485,-0.16841574,0.6793946,0.116540365
25,0.50587875,-0.110240944,-0.38676542,-0.0788385,-0.15493064,0.24001652,-0.13671267,-0.08502147,-0.56394434,-0.41971073
26,-0.092679605,-0.28619584,-0.30562496,-0.67288566,0.24936205,0.7557289,0.21701355,-0.23491149,-0.73073375,0.19593719
27,0.6218124,0.40828052,-0.64949906,0.783168,0.2564654,0.10253969,-0.2139275,0.119632155,-0.709694,-0.2260994
28,0.51273936,0.50114,-0.80365866,-0.7814228,-0.41796163,0.046524025,-0.014695685,0.24374093,0.34984863,0.23834853
29,-0.62252617,-0.28667524,-0.08621625,0.5312293,0.79082453,-0.74084854,0.082057424,0.26536065,-0.113832824,-0.36000037
30,-0.37323228,-0.26340878,-0.16930984,0.13916372,0.68446213,0.19703571,-0.5402747,0.017291838,-0.24194382,-0.11866643
31,0.46617138,0.28069836,-0.15151507,-0.66993123,0.70044106,-0.07703695,-0.07172346,0.35696453,-0.58773214,0.29789895
32,0.04181842,-0.42853907,0.34684935,-0.2710032,-0.108112924,-0.6532851,0.10987975,0.036451258,0.16277958,0.80855876
33,-0.313237,-0.16719767,0.27508017,-0.35906133,0.01857533,-0.004074831,-0.25011778,0.17714055,-0.55990964,-0.19212176
34,0.34339026,-0.36943054,-0.48131958,0.39980465,0.5451303,-0.2543941,0.29093274,-1.0106641,-0.14037941,0.009182492
35,0.22626269,0.28089494,0.7970555,-0.063090384,-0.34091195,-0.26508772,-0.673855,-0.07264518,-0.1589403,-0.5316181
36,0.0004750466,-0.3381846,-0.10475298,-0.16601606,-0.21476737,-0.988254,0.45059726,-0.32520726,0.5514347,-0.38616577
37,-0.10583114,0.32962957,-0.8629821,0.32982978,0.49288973,-0.12314827,0.43085885,-0.40853822,0.016669644,0.23819438
38,-0.3109495,-0.22519812,-0.18963729,0.16667998,-0.3889768,-0.34003872,0.64332986,0.20979193,-0.22423553,-0.5673519
39,0.2911138,-0.25681993,0.14223137,0.094158344,-0.43941018,-0.10104664,-0.076936565,0.42221555,0.7778357,-0.48156604
40,0.17049597,-0.25454852,0.0014161288,0.38844815,0.19559155,-0.50126153,-0.5110259,-0.13222933,-0.4499742,-0.7382079
41,-0.14206235,0.36173114,0.47163612,-0.15744475,0.019436069,0.016484382,0.17374128,0.35861588,-0.15460013,0.788346
42,-0.21055052,0.40955013,0.8722542,0.046102542,0.1121312,-0.43180683,0.4467247,-0.020637088,-0.08310106,0.34159783
43,-0.037671734,0.06981122,-0.07506244,-0.56257653,-0.1718037,-0.33255216,-0.7107043,-0.0029116306,-0.19208254,0.6408141
44,-0.15706034,0.41858757,0.39141002,0.020743327,0.62581056,0.072417945,0.30563834,0.0076640598,0.0038187532,-0.2754606
45,0.47219115,-0.16380809,-0.45562163,0.0028582604,-0.24754477,-0.10066475,-0.40355638,-0.368649,-0.35278443,0.5339282
46,-0.5101362,0.21006784,0.88845885,0.60764277,0.08141877,0.08912116,-0.24371685,-0.26968113,0.31435788,0.2103297
47,-0.09652136,-0.06028144,0.89672637,-0.31113005,-0.31216592,0.27487904,0.28202033,0.21780147,-0.60078746,-0.8280017
48,0.15677062,-0.5876791,0.11410053,-0.5538904,0.39688858,-0.12816621,0.8669837,-0.008247539,-0.027205512,-0.1940121
49,0.6667158,0.030182961,0.6773344,-0.57798773,0.23130022,-0.14386399,-0.20165436,0.12628314,-0.29005098,0.48349276
50,0.23519817,-0.09052304,-1.0163624,-0.24245106,-0.067709945,-0.14779359,-0.14697321,0.4153452,-0.20766963,-0.28629708
51,0.124505386,0.4422588,0.6348872,-0.26678294,0.13634619,-0.09550223,0.01783385,-0.24180403,-0.29764584,0.037434984
52,0.82847565,-0.3556899,-0.642814,0.0014109,-0.39804086,0.28862163,0.27123308,0.054431234,0.060037903,-0.06438645
53,-0.18831883,0.20255946,0.057317443,-0.9160214,-0.022408372,-0.038126837,-0.20925501,-0.25778788,0.2809271,-0.266445
54,-0.15573782,-0.5194251,-0.111794196,0.03164212,-0.46380815,-0.08979733,-0.16982104,0.7403909,-0.17578967,0.016022235
55,0.108054586,0.31603912,-0.30855504,0.54855186,0.105307475,0.22939171,0.51291347,-0.12338045,-0.8804575,0.0066532376
56,-0.41804934,0.06444407,0.09506136,0.23501578,-0.20091741,-0.5749885,0.0835083,-0.67406905,-0.36032295,-0.42223135
57,0.31728667,0.34806156,0.13541962,0.37023544,-0.049443655,-0.109392494,0.35483548,0.13767615,0.07079881,-0.65902394
58,-0.4664486,-0.04178044,0.06613627,-0.09667983,0.18178953,-0.07045636,0.42313334,0.29411113,0.09428946,0.06306881
59,0.17359415,0.89047647,-0.44480497,0.102335535,0.88696384,-0.2165477,0.1590398,0.25982228,-0.3543756,0.17815223
60,-0.13391869,0.2703054,0.4939002,-0.4118729,0.09451622,-0.08385971,0.22712018,-0.39352384,0.5499126,-0.8062456
61,-0.3560089,0.15017585,1.035372,-0.040223677,0.14633578,-0.28739962,-0.025564661,0.31097308,0.4244334,0.058947295
62,-0.070386104,-0.62037873,-0.45414096,-0.07347982,-0.22280255,-0.4374721,-0.058908068,-0.5266496,-0.6182825,-0.55424446
63,0.6068031,0.8639833,-0.032340735,-0.5282017,-0.014822302,0.2412489,-0.2734442,0.67567784,0.4134228,0.047134697
64,0.28065303,0.2712743,0.42551497,-0.3492673,-0.061185967,-0.038124632,-0.31110176,0.7152558,0.8673146,-0.6094044
65,-0.21160404,0.11045177,0.4818999,0.28255096,0.018206837,0.30327514,0.68373936,-0.11766971,0.2447175,-0.48976943
66,0.05262011,-0.6108597,-0.09540349,-0.36773488,-0.58594054,0.082582936,-0.2148246,0.22511321,-0.5767383,0.20706871
67,-0.09428443,-0.64635044,0.42155626,-0.6875491,0.20434275,0.22234896,0.052475967,0.033248886,-0.39067003,0.3054863
68,0.19949718,0.28180817,0.053131506,0.3173287,-0.58790684,0.2938283,0.18676189,-0.6582919,0.4436325,-0.28928518
69,-0.18287587,0.31180713,-0.09894645,-0.34913427,0.13881761,0.6653704,-0.15709439,0.08473732,0.6713433,-0.69033736
70,0.17970543,-0.582045,0.14526483,-0.29937264,-0.18325076,0.4168481,0.22988284,0.4764363,-0.43558517,0.15159458
71,-0.5579621,-0.17722462,-0.29639488,-0.12874778,0.5162425,0.40131602,0.111670285,0.14853817,-0.32353693,0.69680786
72,-0.37757298,0.6982045,-0.008341327,-0.48794904,0.75174177,-0.23954996,-0.5114816,0.1194035,-0.0826695,-0.044136323
73,-0.16859382,-0.46005648,-0.014151471,-0.25479883,0.069440454,0.40814105,0.35232478,0.8251549,0.0871318,-0.17760022
74,0.33922207,-0.29105774,-0.030834615,-0.031272493,-0.44977736,-0.13793553,-0.28534412,0.46484798,0.7749503,0.2957297
75,-0.42203495,0.5333544,0.2715893,0.7417499,-0.40898108,-0.12759428,-0.81675375,-0.1468707,-0.18910457,-0.055774536
76,-0.18502326,0.1062037,-0.2831122,-0.458349,0.30354568,-0.42749655,0.29329678,-0.42831078,0.23229611,0.34619117
77,0.21723112,-0.21602549,0.012557632,0.35076797,0.5983703,-0.39393148,0.30597797,-0.5239269,-0.00398663,0.2535508
78,0.18150258,-0.26154622,0.38160345,-0.37022993,0.6424065,-0.094156206,0.3866097,-0.33247226,-0.096276835,-0.3773162
79,-0.10704317,-0.26963612,-0.3247912,0.010777694,-0.659338,-0.743141,0.2489836,0.45471168,0.35644847,-0.08964488
80,-0.16885066,-0.17281525,0.6910412,-0.0629355,-0.14202578,-0.7147015,0.11416808,-0.21357608,-0.22275136,-0.2764819
81,-0.045808718,-0.016803753,0.09443934,0.25315818,0.50480235,-0.51482475,0.12654804,-0.28326774,-0.564306,-0.53857225
82,0.32310978,-0.25145024,-0.37389696,0.22351837,-0.17304322,-0.047295667,-0.20173484,0.30151662,0.6107835,-0.18613678
83,0.019566141,0.33966616,-0.43886837,-0.052236695,0.7495454,-0.48249868,0.22441891,0.121376954,0.14235546,0.6425673
84,-0.23444235,0.39578566,0.35632694,-0.38533747,0.64994544,0.2587629,0.36296937,0.34994677,0.43332782,0.10202275
85,0.50528157,0.66946405,0.6649633,0.88997114,-0.055429075,0.12109605,-0.19947264,0.4221481,0.27521086,0.05730915
86,-0.42076945,-0.26999936,-0.35719475,0.47106215,-0.03352291,-0.64657843,0.3406506,0.8857568,-0.25255334,0.28937158
87,0.45902118,0.30803105,-0.23129655,0.5027211,0.44281414,0.24522384,-0.82028073,0.02813507,-0.6850423,0.10720708
88,-0.4251731,0.026444625,0.28194618,-0.36923254,-0.17592023,0.7091267,-0.29881087,-0.2806252,-0.20831983,-0.11127541
89,-0.36211354,0.38554978,-0.18390326,0.42475536,0.0074079963,0.052620027,0.17993313,-0.14606921,0.86491174,-0.035966974
90,0.12241801,-0.16747825,-0.25562218,-0.40079868,-0.3299558,0.2988898,0.1998713,0.478803,0.33956987,0.38399452
91,-0.10000983,0.57626814,-0.5583808,0.27703455,0.07698109,-0.50681823,-0.045386788,-0.07706726,0.34060168,0.5230148
92,-0.16011828,-0.37573475,-0.33237433,-0.6402274,0.53171104,-0.15627714,-0.22627982,-0.12932584,-0.2796652,0.98151237
93,-0.37976274,-0.026623758,-0.26536497,0.57686293,-0.14443423,-0.18928798,-0.093574695,-0.48262587,-0.41916892,0.3505748
94,-0.06468529,-0.42352727,-0.8534651,-0.04437855,-1.0598991,0.1696636,-0.35469145,0.3069164,0.33053106,-0.1412552
95,-0.81097317,-0.08339896,0.26826793,-0.12742205,-0.033923123,0.4834222,-0.18231098,-0.1816007,0.24069181,-0.4550138
96,0.0359253,0.0409647,-0.20935029,-0.14839463,-0.05558699,-0.22849281,-0.26656437,-0.0006732175,0.7066822,-0.0709114
97,-0.010261562,-0.24441822,0.3005182,-0.1388815,-0.3088459,-0.3094108,-0.0024245745,-0.76445484,0.38550916,-0.33525887
98,0.08517535,0.11521487,-0.52139735,0.64201283,-0.66071296,0.14862332,-0.22995946,0.25357383,0.19903548,-0.21858954
99,0.12338212,-0.23203252,0.14978291,0.4112366,-0.23690645,-0.39092454,0.2903376,0.04508769,-0.5602812,0.6907468
100,0.4650777,-0.68839234,-0.35867256,-0.3355638,0.40611488,0.49696565,0.3183794,0.30476886,0.17935619,0.21505794
101,0.6523313,-0.38141924,-0.28895578,-0.14072809,-0.77502215,0.0018769851,0.19219394,-0.62944454,-0.10377385,0.40352342
102,0.20779851,0.6114164,-0.019115584,0.4300497,-0.4255334,-0.02275177,0.32011035,-0.053770725,-0.21025494,-0.82472175
103,0.18917617,0.030773839,-0.29856455,0.7394737,0.20166443,-0.24606971,-0.07356632,0.20757398,-0.92361623,0.5421074
104,-0.06357796,-0.69366384,0.19907041,-0.7352172,0.42040667,-0.13282321,0.73885804,0.13005805,-0.08553957,-0.73023593
105,0.23081617,-0.16453563,-0.10227583,0.2810748,-0.14387497,0.31311107,0.7881245,0.29982677,0.037952833,-0.017403957
106,-0.3771518,0.59983295,0.1613836,-0.09921508,-0.15784565,0.035745453,-0.2721043,-0.6428274,-0.16609362,0.36863285
107,-0.25131422,0.6290693,0.53917396,-0.065024674,-0.18838872,-0.27990815,0.076678954,0.4654198,-0.04222687,-0.23076184
108,-0.21925247,0.32468188,-0.99742675,0.02101932,0.53153396,0.41644046,0.5598223,0.18014097,-0.23315178,0.117306
109,-0.31683964,-0.34429726,0.6855058,0.54275453,-0.007941574,-0.13086866,0.27749524,-0.056256514,-0.09359611,0.3105057
110,0.19267312,-0.013878625,-0.071580775,-0.39209265,0.303624,0.34129494,-0.27852207,0.299659,-0.38465363,-0.043298665
111,-0.6927074,0.2904445,-0.21617286,-0.07218857,0.2569245,0.20259658,-0.32197893,0.2061202,0.5072752,0.282212
112,-0.1516492,-0.6373042,0.19733079,-0.26312482,0.41851503,-0.4781683,0.07020325,-0.14957479,0.39004365,-0.27204177
113,-0.0468755,0.42955986,-0.2817094,0.58899283,0.13961565,-0.26774567,-0.3109846,-0.6887384,0.13068381,0.32015383
114,-0.5096507,-0.11154393,0.33042488,-0.20776393,0.5944957,0.2563449,-0.047444575,0.69933003,0.32769734,0.24411173
115,-0.21681674,0.68929046,-0.55043095,-0.88898236,0.13718192,0.28897688,0.13694468,-0.2021248,-0.03152536,0.28545916
116,0.124211065,0.20741107,-0.35494038,0.06774818,0.79298097,-0.53748554,-0.2800036,0.44032803,-0.41736653,0.021806339
117,-0.23052967,-0.09911363,0.78304696,-0.04722936,-0.14027922,-0.10434833,0.09324166,0.4870449,-0.025238764,0.6658959
118,0.18881766,0.1867626,0.51450676,-0.067591615,-0.21083266,-0.32808498,0.083099864,0.48698896,-0.042604987,0.42734152
119,0.12143745,0.9159605,-0.003694281,-0.2821915,-0.24508977,0.29904228,-0.9209798,0.36164668,0.124932125,0.48670948
120,-0.0509999,-0.28250864,-0.034396626,1.200648,-0.13879094,-0.16209874,-0.35193542,0.30451232,-0.53744507,0.057937607
121,-0.33414346,-0.7408785,0.3778972,-0.12524527,-0.41781792,-0.22861882,0.468962,-0.014573828,0.1674191,-0.15672019
122,0.266611,0.603533,0.20916303,-0.053729117,-0.44737896,0.3614453,0.039514802,0.354968,0.2198104,0.06095444
123,0.15737359,0.058003947,0.26727375,-0.17833431,0.16528772,-0.077781804,-0.5783533,0.9932013,0.35060018,-0.34927773
124,0.16117159,0.17155439,0.40514937,-0.52297306,-0.2900171,-0.67614937,0.45447794,-0.5815805,0.08999125,-0.6809074
125,-0.031099861,0.036369998,-0.003466416,0.6561701,-0.36691996,-0.05450064,0.7519574,0.79526347,-0.30529726,-0.30241475
126,-0.12867747,-0.1032283,0.5307994,0.14605647,0.34869465,0.77405775,-0.062076837,0.5910782,-0.11560691,0.07428802
127,-0.074638486,-0.22626457,-0.44001096,-0.25470033,-0.60463715,-0.32029718,-0.16320932,0.20046899,-0.44777894,-0.22739063
128,0.8651627,-0.61317164,-0.30470976,-0.51606596,-0.03565463,0.05208177,-0.100314274,-0.29277807,-0.10587999,0.2570573
129,-0.19684923,-0.02406809,-0.23124705,0.8471425,-0.25023487,-0.5044855,-0.20518734,0.30591407,0.432233,-0.5985706
130,-0.48897207,0.34805888,0.46636015,-0.32303524,0.630954,-0.34510598,0.6236532,0.5502971,0.17985538,-0.42281604
131,-0.18291296,0.7607938,-0.43771762,0.34622678,0.12302569,0.810597,-0.30263242,0.19116935,-0.08528627,0.1372761
132,-0.018451652,0.352238,0.21818449,1.0143548,-0.010318929,0.32359052,-0.09143318,0.28776857,-0.17441212,0.28758073
133,0.12596269,-0.07471821,-0.19706687,-0.46014738,-0.72415453,-0.22093485,-0.6489578,-0.26580697,-0.48661447,-0.21880253
134,-0.241293,-0.031747572,-0.6492829,0.43030053,-0.14885142,-0.78322625,-0.077894606,0.7897585,-0.27989164,-0.45378205
135,0.038581006,0.004518639,-0.45130873,0.3602957,-0.2428335,0.3260289,-0.36001858,-0.106070004,-0.09264655,0.335888
136,-0.37206262,-0.31834662,0.15862663,0.23259696,-0.18634841,-0.24600136,-0.19026516,-0.10777741,-0.6156391,0.35428149
137,-0.21538687,-0.36700782,0.095314085,-0.26024073,0.9391898,-0.014390723,-0.07272065,0.27993268,0.28007302,-0.5694717
138,-0.11268407,-0.80860025,-0.45956546,-0.40952113,-0.20678072,-0.072053105,-0.43989727,-0.6979481,0.04232407,-0.44825467
139,0.28807274,-0.00061985204,-0.064300425,0.13179356,-0.3525137,-0.56239164,0.19738844,-0.15548125,0.2644971,-0.5684624
140,0.47814417,0.0070629143,0.10917411,0.21801102,-0.66701293,0.22676347,0.4112026,0.47459653,0.367296,0.15186879
141,-0.1583021,-0.3393099,-0.2782717,-0.15448083,0.38398352,-0.443092,0.16747043,-0.059402052,0.33618665,0.2583269
142,0.28665683,-0.10677262,-0.31631443,0.37478724,-0.59411454,-0.18852308,-0.2813408,-0.53947294,-0.048856817,-0.81451225
143,0.17921518,0.02278215,-0.4337694,0.60255814,-0.22945222,0.06577432,0.77889407,-0.38110304,0.21729757,0.3199388
144,0.63810974,-0.86493057,-0.012952932,-0.060053363,-0.4859886,-0.05545386,-0.21974206,0.017136358,-0.29164308,-0.40494752
145,-0.021120604,0.23201889,-0.40447408,0.51003104,0.42870575,-0.63215953,-0.43485135,0.1266919,0.13105473,-0.62869066
146,0.51079315,-0.115549,0.50959826,0.0975745,0.06673294,-0.2980946,-0.33871502,-0.0039074733,0.37479606,0.3224103
147,0.1172922,0.022108953,0.23224953,0.20594284,0.38075322,-0.06003393,0.3982791,0.23948759,0.30907685,0.48561943
148,-0.8962463,-0.13020658,0.21096282,-0.19102101,-0.07144492,-0.4294287,0.01620364,-0.27296883,-0.4373194,-0.15016858
149,-0.1205959,0.1009152,-0.90423954,0.37463805,-0.260916,-0.1881535,0.19385907,0.14276414,-0.2637525,0.08617678
150,-0.16757156,-0.31719136,0.23228829,-0.28798693,0.6498132,-0.098086976,0.6032812,0.17165536,-0.29667208,0.04671145
151,0.47912446,-0.25486037,-0.1344509,0.068178974,0.09317558,-0.8164306,0.8329318,0.38953438,0.24097449,-0.07508762
152,0.20737864,0.5911143,-0.49800557,0.42982224,-0.4908649,0.05929171,0.3311802,-0.66539407,-0.3705349,0.073389314
153,0.12494483,0.9552263,-0.08105385,-0.22660945,0.92345786,-0.39897406,-0.27433455,-0.5910605,-0.084424175,0.5680657
154,0.06931338,-0.3765699,0.04053198,0.38713792,-0.38466498,-0.8923081,0.39556855,-0.35545528,0.45119488,0.002538303
155,-0.17332102,-0.20975631,0.9989042,0.4282393,-0.0042702323,-0.21078834,-0.1521294,-0.21001638,0.4486251,-0.28051502
156,0.21823272,0.12994786,0.14410414,-0.8975691,0.34395894,0.362067,0.4535618,0.17392136,0.56293875,-0.08814758
157,0.3177085,0.17050995,-0.058291253,-0.25036862,-0.6052554,-0.16285716,0.14719118,0.057877656,-0.41917846,0.18302117
158,0.24169374,-0.67038083,-0.026308395,-0.027156949,0.17659067,-0.3314658,0.6748754,0.1788505,-0.29330742,-0.17567314
159,0.25429535,-0.18926589,-0.0582082,0.17125711,-0.40930378,-0.36134428,-0.961692,0.0194932,0.07988858,0.32852548
160,0.0831983,0.12520638,0.08314923,-0.4749171,-0.14983751,0.30354702,-0.043113653,0.23963644,-0.21937197,-0.97656316
161,0.2116773,-0.10810079,-0.22150014,-0.6022804,-0.09460456,0.022216309,-0.21303955,0.19853866,-0.880784,-0.43485934
162,-0.6794946,-0.2532717,-0.22393183,0.83921885,0.3288353,-0.2341788,0.2671151,0.37164807,0.1623517,-0.10967277
163,-0.021123555,-0.017569859,-0.33957243,0.34546602,0.08238068,-0.014171771,-0.0966713,0.24942484,-0.4825869,-0.6728472
164,0.15988618,-0.47806826,0.34649396,-0.61020094,-0.49639952,-0.061935045,-0.07861776,0.09382077,-0.38788503,-0.266534
165,-0.036757085,0.07392938,0.42558387,0.5430788,0.2698066,0.17884248,0.14624448,0.34466618,0.74238205,0.39892337
166,-0.5496756,0.17205219,0.24462299,0.19536524,-0.5328812,-0.5381422,0.035599504,0.47564232,0.14796789,0.27065974
167,0.07900676,-0.48595712,-0.24024136,0.40627432,-0.56270766,-0.4156767,-0.1908389,-0.06955984,-0.37233904,-0.28055105
168,0.1833179,-0.26729926,0.39712256,-0.032300275,-0.00011264013,0.55983853,0.049944606,0.06936581,0.15846317,-2.9480383e-05
169,0.6179431,0.3774902,-0.297987,0.0954367,-0.3185514,-0.070849136,-0.55860025,-0.26592588,-0.12304217,0.25450712
170,0.15290551,-0.4383657,0.6306174,0.35659,-0.10309414,-0.03668574,-0.3302233,0.70072335,0.26579165,-0.17835045
171,-0.58102053,0.38451046,0.07554447,-0.8763879,0.50225616,0.108174495,-0.08141151,0.541076,-0.48101574,-0.44471297
172,-0.38624737,0.37007478,0.16630593,0.33051667,-0.5311443,0.22093023,-0.54667526,0.11738604,-0.43504184,-0.51538587
173,0.23549275,-0.6165568,0.15649287,0.16126421,-0.051848236,-0.12729219,0.04007768,0.5366725,-0.0846474,0.24915145
174,0.21060705,0.4387135,0.3844155,-0.38199642,-0.12818912,0.70415896,0.7604654,-0.18684493,1.1112295e-05,0.20137894
175,0.386846,0.013347863,-0.024657434,0.16714558,-0.11367864,-0.083573595,0.53003424,1.0315276,-0.3086403,0.054687925
176,0.77525365,-0.36483693,-0.027577251,-0.33541036,0.32740426,0.033265308,0.17146875,0.4662367,-0.14187327,0.5135939
177,-0.76667994,0.61557823,0.59319925,0.24128288,-0.30875587,-0.66447985,-0.23678577,-0.24041398,-0.0730856,0.17758653
178,0.39897487,0.21940583,0.33122396,0.14863403,-0.62841296,0.30319476,0.13288468,-0.38784704,0.323295,-0.3897508
179,0.28202274,0.028880589,-0.6124406,1.1461227,0.041679163,0.27879134,0.006670663,0.5545658,-0.2045675,0.124164455
180,0.2415333,0.011052506,-0.6104678,0.11340081,-0.7143651,0.3441168,-0.24524797,-0.5194055,0.027985493,-0.1895251
181,0.09699395,-0.45303428,0.45769048,-0.3216285,-0.11586772,-0.19546989,0.47478873,-0.47867107,-0.04720107,-0.8078042
182,-0.68117845,-0.103351556,-0.41020772,0.27708048,-0.022323135,-0.19662991,0.67854416,0.19645609,0.11147984,-0.019070897
183,-0.11765267,-0.84575623,0.32652828,0.50020605,0.033465344,-0.4484897,0.49678972,-0.41510847,-0.32150885,-0.23927064
184,0.06688154,-0.32448587,0.055694845,-0.27736443,0.5048477,-0.7531799,0.23768507,0.8847554,0.28545582,-0.092894286
185,-0.00466168,0.12115367,0.22715735,-0.34681264,-0.38364485,0.0018031335,-0.0060034124,-0.09408164,-0.3000499,-0.5991848
186,0.023672603,0.39070883,-0.2065194,0.65122175,-0.27978668,-0.13228422,0.07388662,0.04963507,-0.43418962,-0.37003404
187,0.4993405,0.06556851,-0.7285482,-0.50358725,-0.3942341,-0.11794763,-0.0115155,0.08925226,-0.6232482,0.27007765
188,0.6743286,0.46999675,-0.38466695,-0.4357204,-0.4188711,0.08728686,-0.25559986,0.37735575,0.5490075,-0.19407815
189,0.39635435,0.12810515,0.40102106,0.21953632,0.3628669,-0.30964455,0.32577404,-0.14503317,0.26105052,0.016039476
190,-0.008491477,0.2155114,0.4889987,0.6004655,-0.1103823,0.16118218,0.5119957,-0.08833431,0.1923786,0.5248549
191,0.14183801,0.27904552,0.97828627,-0.6879756,0.06837594,-0.05389032,-0.22587496,0.050312717,-0.09700697,0.64369756
192,0.42648348,0.055501968,0.1566063,0.2648636,-0.62299824,-0.15089981,0.20002313,-0.06794856,-0.4504772,0.6520243
193,0.23635803,0.43489024,0.09104486,0.38197422,0.111673035,-0.54522055,0.39435425,0.14525835,0.5706866,0.3468101
194,0.70802176,0.5475743,0.45006576,-0.13487558,-0.028438725,-0.53847605,-0.32346472,-0.052496713,-0.10808495,0.48445657
195,-0.6333418,0.7309907,0.12116452,0.16345507,-0.064163424,-0.076664634,-0.24275646,0.12081604,-0.013711696,0.13337012
196,0.4988707,0.057655506,-0.4894182,-0.56939965,-0.4433618,-0.52272755,0.0074268216,0.40952593,0.43278494,0.40449575
197,0.30633622,0.38148555,-0.1431724,-0.37859422,-0.2662527,0.32451275,-0.23527133,0.59990776,0.20764728,0.19663322
198,0.21052799,-0.4642052,0.025561403,0.28745395,-0.61480856,-0.47708198,0.2120208,0.43299544,0.58340245,0.0719232
199,0.27946725,-0.008627817,0.028006705,0.31512073,-0.64686364,-0.7543299,0.13680494,0.07887411,-0.200824,0.48527536
200,0.0733252,0.27399248,-0.42979857,0.6638019,0.74226284,-0.21696371,0.04630814,-0.04385143,0.6076763,-0.3642658
201,0.5027146,-0.6292699,0.09019712,0.05544609,-0.20459275,0.0022880705,-0.20584032,0.050948758,-0.06857618,0.34020722
202,-0.30612206,-0.3577183,0.6743023,-0.47732145,0.26757354,-0.64504474,-0.076971695,0.35027876,0.34550482,0.22471741
203,0.1848647,0.54717237,-0.139573,-0.117249385,0.026932057,0.42988244,-0.6932742,-0.5055701,0.3894478,0.1906212
204,0.28695282,-0.92806506,0.62185454,0.5345043,-0.22831436,-0.65231365,-0.14584258,0.12546621,-0.24555159,-0.317264
205,0.23959374,0.13260761,0.07457619,-0.067592435,-0.09660786,0.42398342,0.4032261,-0.19995524,0.6706573,0.6122996
206,-0.3296138,-0.3395421,-0.25116506,-0.11004363,0.63592905,-0.3061147,-0.13154826,0.10865489,-0.5736339,0.5233904
